"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_cases"
393,1998,1,"Competition","COMP",6,"Netherlands","NL",13
394,1998,1,"Competition","COMP",7,"Denmark","DK",4
395,1998,1,"Competition","COMP",8,"Ireland","IE",6
396,1998,1,"Competition","COMP",9,"United Kingdom","UK",8
397,1998,1,"Competition","COMP",10,"Greece","EL",3
398,1998,1,"Competition","COMP",11,"Portugal","PT",3
399,1998,1,"Competition","COMP",12,"Spain","ES",26
400,1998,1,"Competition","COMP",13,"Austria","AT",5
401,1998,1,"Competition","COMP",14,"Finland","FI",3
402,1998,1,"Competition","COMP",15,"Sweden","SE",2
403,1998,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",3
404,1998,2,"Agriculture and Rural Development","AGRI",2,"France","FR",2
405,1998,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",19
406,1998,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",39
407,1998,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
408,1998,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",10
409,1998,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",4
410,1998,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1
411,1998,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",3
412,1998,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",7
413,1998,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",3
414,1998,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",6
415,1998,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",5
416,1998,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",2
417,1998,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1
418,1998,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",0
419,1998,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1
420,1998,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",0
421,1998,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",7
422,1998,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
423,1998,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",6
424,1998,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1
425,1998,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",0
426,1998,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",0
427,1998,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
428,1998,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1
429,1998,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
430,1998,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",0
431,1998,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",0
432,1998,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",0
433,1999,1,"Competition","COMP",1,"Belgium","BE",17
434,1999,1,"Competition","COMP",2,"France","FR",30
435,1999,1,"Competition","COMP",3,"Germany","DE",100
436,1999,1,"Competition","COMP",4,"Italy","IT",66
437,1999,1,"Competition","COMP",5,"Luxembourg","LU",1
438,1999,1,"Competition","COMP",6,"Netherlands","NL",27
439,1999,1,"Competition","COMP",7,"Denmark","DK",8
440,1999,1,"Competition","COMP",8,"Ireland","IE",8
441,1999,1,"Competition","COMP",9,"United Kingdom","UK",22
442,1999,1,"Competition","COMP",10,"Greece","EL",3
443,1999,1,"Competition","COMP",11,"Portugal","PT",10
444,1999,1,"Competition","COMP",12,"Spain","ES",79
445,1999,1,"Competition","COMP",13,"Austria","AT",29
446,1999,1,"Competition","COMP",14,"Finland","FI",9
447,1999,1,"Competition","COMP",15,"Sweden","SE",10
448,1999,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",38
449,1999,2,"Agriculture and Rural Development","AGRI",2,"France","FR",10
450,1999,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",28
451,1999,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",56
452,1999,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",4
453,1999,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",23
454,1999,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",7
455,1999,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",7
456,1999,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",19
457,1999,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",7
458,1999,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",7
459,1999,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",35
460,1999,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",8
461,1999,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",6
462,1999,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",4
463,1999,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",0
464,1999,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3
465,1999,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",5
466,1999,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",8
467,1999,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
468,1999,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",6
469,1999,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",6
470,1999,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",0
471,1999,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1
472,1999,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
473,1999,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",2
474,1999,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",10
475,1999,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",0
476,1999,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",0
477,1999,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",0
478,2000,1,"Competition","COMP",1,"Belgium","BE",17
479,2000,1,"Competition","COMP",2,"France","FR",62
480,2000,1,"Competition","COMP",3,"Germany","DE",93
481,2000,1,"Competition","COMP",4,"Italy","IT",41
482,2000,1,"Competition","COMP",5,"Luxembourg","LU",2
483,2000,1,"Competition","COMP",6,"Netherlands","NL",31
484,2000,1,"Competition","COMP",7,"Denmark","DK",8
485,2000,1,"Competition","COMP",8,"Ireland","IE",12
486,2000,1,"Competition","COMP",9,"United Kingdom","UK",20
487,2000,1,"Competition","COMP",10,"Greece","EL",6
488,2000,1,"Competition","COMP",11,"Portugal","PT",16
489,2000,1,"Competition","COMP",12,"Spain","ES",69
490,2000,1,"Competition","COMP",13,"Austria","AT",17
491,2000,1,"Competition","COMP",14,"Finland","FI",14
492,2000,1,"Competition","COMP",15,"Sweden","SE",9
493,2000,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",10
494,2000,2,"Agriculture and Rural Development","AGRI",2,"France","FR",15
495,2000,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",26
496,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",56
497,2000,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
498,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",20
499,2000,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",9
500,2000,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",15
501,2000,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",11
502,2000,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",10
503,2000,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",0
504,2000,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",35
505,2000,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",12
506,2000,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",12
507,2000,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
508,2000,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",0
509,2000,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",4
510,2000,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",6
511,2000,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",2
512,2000,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
513,2000,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",2
514,2000,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",8
515,2000,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",8
516,2000,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1
517,2000,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",3
518,2000,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",5
519,2000,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",29
520,2000,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",1
521,2000,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1
522,2000,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",0
523,2001,1,"Competition","COMP",1,"Belgium","BE",22
524,2001,1,"Competition","COMP",2,"France","FR",35
525,2001,1,"Competition","COMP",3,"Germany","DE",114
526,2001,1,"Competition","COMP",4,"Italy","IT",88
527,2001,1,"Competition","COMP",5,"Luxembourg","LU",4
528,2001,1,"Competition","COMP",6,"Netherlands","NL",35
529,2001,1,"Competition","COMP",7,"Denmark","DK",18
530,2001,1,"Competition","COMP",8,"Ireland","IE",14
531,2001,1,"Competition","COMP",9,"United Kingdom","UK",45
532,2001,1,"Competition","COMP",10,"Greece","EL",13
533,2001,1,"Competition","COMP",11,"Portugal","PT",16
534,2001,1,"Competition","COMP",12,"Spain","ES",70
535,2001,1,"Competition","COMP",13,"Austria","AT",25
536,2001,1,"Competition","COMP",14,"Finland","FI",7
537,2001,1,"Competition","COMP",15,"Sweden","SE",9
538,2001,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",5
539,2001,2,"Agriculture and Rural Development","AGRI",2,"France","FR",52
540,2001,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",50
541,2001,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",80
542,2001,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
543,2001,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",18
544,2001,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",7
545,2001,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",4
546,2001,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",16
547,2001,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",4
548,2001,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1
549,2001,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",54
550,2001,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",18
551,2001,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",3
552,2001,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",4
553,2001,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",3
554,2001,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",6
555,2001,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",12
556,2001,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",9
557,2001,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
558,2001,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",5
559,2001,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1
560,2001,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",4
561,2001,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",10
562,2001,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
563,2001,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",8
564,2001,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",23
565,2001,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",1
566,2001,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1
567,2001,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",2
568,2002,1,"Competition","COMP",1,"Belgium","BE",16
569,2002,1,"Competition","COMP",2,"France","FR",39
570,2002,1,"Competition","COMP",3,"Germany","DE",146
571,2002,1,"Competition","COMP",4,"Italy","IT",114
572,2002,1,"Competition","COMP",5,"Luxembourg","LU",2
573,2002,1,"Competition","COMP",6,"Netherlands","NL",31
574,2002,1,"Competition","COMP",7,"Denmark","DK",8
575,2002,1,"Competition","COMP",8,"Ireland","IE",10
576,2002,1,"Competition","COMP",9,"United Kingdom","UK",87
577,2002,1,"Competition","COMP",10,"Greece","EL",17
578,2002,1,"Competition","COMP",11,"Portugal","PT",13
579,2002,1,"Competition","COMP",12,"Spain","ES",68
580,2002,1,"Competition","COMP",13,"Austria","AT",20
581,2002,1,"Competition","COMP",14,"Finland","FI",10
582,2002,1,"Competition","COMP",15,"Sweden","SE",9
583,2002,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",8
584,2002,2,"Agriculture and Rural Development","AGRI",2,"France","FR",58
585,2002,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",47
586,2002,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",63
587,2002,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",2
588,2002,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",23
589,2002,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",7
590,2002,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",4
591,2002,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",29
592,2002,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",6
593,2002,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",2
594,2002,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",43
595,2002,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",6
596,2002,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",5
597,2002,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
598,2002,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",3
599,2002,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1
600,2002,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",6
601,2002,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",27
602,2002,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
603,2002,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",5
604,2002,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",2
605,2002,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1
606,2002,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",0
607,2002,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
608,2002,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",9
609,2002,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",14
610,2002,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",0
611,2002,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",0
612,2002,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",1
613,2003,1,"Competition","COMP",1,"Belgium","BE",31
614,2003,1,"Competition","COMP",2,"France","FR",48
615,2003,1,"Competition","COMP",3,"Germany","DE",96
616,2003,1,"Competition","COMP",4,"Italy","IT",126
617,2003,1,"Competition","COMP",5,"Luxembourg","LU",2
618,2003,1,"Competition","COMP",6,"Netherlands","NL",30
619,2003,1,"Competition","COMP",7,"Denmark","DK",13
620,2003,1,"Competition","COMP",8,"Ireland","IE",8
621,2003,1,"Competition","COMP",9,"United Kingdom","UK",100
622,2003,1,"Competition","COMP",10,"Greece","EL",15
623,2003,1,"Competition","COMP",11,"Portugal","PT",9
624,2003,1,"Competition","COMP",12,"Spain","ES",45
625,2003,1,"Competition","COMP",13,"Austria","AT",10
626,2003,1,"Competition","COMP",14,"Finland","FI",5
627,2003,1,"Competition","COMP",15,"Sweden","SE",11
628,2003,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",6
629,2003,2,"Agriculture and Rural Development","AGRI",2,"France","FR",30
630,2003,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",37
631,2003,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",80
632,2003,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",0
633,2003,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",18
634,2003,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",4
635,2003,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",2
636,2003,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",24
637,2003,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",3
638,2003,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",4
639,2003,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",30
640,2003,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",7
641,2003,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",5
642,2003,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1
643,2003,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",1
644,2003,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",4
645,2003,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",2
646,2003,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",10
647,2003,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
648,2003,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",5
649,2003,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",0
650,2003,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",0
651,2003,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",6
652,2003,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
653,2003,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",0
654,2003,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
655,2003,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",0
656,2003,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1
657,2003,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",0
658,2004,1,"Competition","COMP",1,"Belgium","BE",36
659,2004,1,"Competition","COMP",2,"France","FR",36
660,2004,1,"Competition","COMP",3,"Germany","DE",88
661,2004,1,"Competition","COMP",4,"Italy","IT",95
662,2004,1,"Competition","COMP",5,"Luxembourg","LU",2
663,2004,1,"Competition","COMP",6,"Netherlands","NL",26
664,2004,1,"Competition","COMP",7,"Denmark","DK",14
665,2004,1,"Competition","COMP",8,"Ireland","IE",16
666,2004,1,"Competition","COMP",9,"United Kingdom","UK",84
667,2004,1,"Competition","COMP",10,"Greece","EL",14
668,2004,1,"Competition","COMP",11,"Portugal","PT",11
669,2004,1,"Competition","COMP",12,"Spain","ES",46
670,2004,1,"Competition","COMP",13,"Austria","AT",11
671,2004,1,"Competition","COMP",14,"Finland","FI",8
672,2004,1,"Competition","COMP",15,"Sweden","SE",7
673,2004,1,"Competition","COMP",16,"Cyprus","CY",1
674,2004,1,"Competition","COMP",17,"Czech Republic","CZ",21
675,2004,1,"Competition","COMP",18,"Estonia","EE",6
676,2004,1,"Competition","COMP",19,"Hungary","HU",7
677,2004,1,"Competition","COMP",20,"Latvia","LV",4
678,2004,1,"Competition","COMP",21,"Lithuania","LT",3
679,2004,1,"Competition","COMP",22,"Malta","MT",2
680,2004,1,"Competition","COMP",23,"Poland","PL",33
681,2004,1,"Competition","COMP",24,"Slovakia","SK",5
682,2004,1,"Competition","COMP",25,"Slovenia","SI",5
683,2004,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",10
684,2004,2,"Agriculture and Rural Development","AGRI",2,"France","FR",31
685,2004,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",33
686,2004,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",148
687,2004,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",3
688,2004,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",15
689,2004,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",6
690,2004,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",3
691,2004,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",24
692,2004,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",3
693,2004,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1
694,2004,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",27
695,2004,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",12
696,2004,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",6
697,2004,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
698,2004,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",1
699,2004,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",0
700,2004,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",0
701,2004,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",0
702,2004,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",1
703,2004,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",1
704,2004,2,"Agriculture and Rural Development","AGRI",22,"Malta","MT",0
705,2004,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",0
706,2004,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",0
707,2004,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",0
708,2004,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",0
709,2004,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",2
710,2004,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",0
711,2004,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",8
712,2004,3,"Maritime Affairs and Fisheries","MARE",5,"Luxembourg","LU",0
713,2004,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1
714,2004,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",3
715,2004,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",2
716,2004,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",4
717,2004,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",0
718,2004,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",0
719,2004,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
720,2004,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",0
721,2004,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",0
722,2004,3,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",0
723,2004,3,"Maritime Affairs and Fisheries","MARE",16,"Cyprus","CY",0
724,2004,3,"Maritime Affairs and Fisheries","MARE",17,"Czech Republic","CZ",0
725,2004,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",0
726,2004,3,"Maritime Affairs and Fisheries","MARE",19,"Hungary","HU",0
727,2004,3,"Maritime Affairs and Fisheries","MARE",20,"Latvia","LV",0
728,2004,3,"Maritime Affairs and Fisheries","MARE",21,"Lithuania","LT",0
729,2004,3,"Maritime Affairs and Fisheries","MARE",22,"Malta","MT",0
730,2004,3,"Maritime Affairs and Fisheries","MARE",23,"Poland","PL",0
731,2004,3,"Maritime Affairs and Fisheries","MARE",24,"Slovakia","SK",0
732,2004,3,"Maritime Affairs and Fisheries","MARE",25,"Slovenia","SI",1
733,2005,1,"Competition","COMP",1,"Belgium","BE",12
734,2005,1,"Competition","COMP",2,"France","FR",24
735,2005,1,"Competition","COMP",3,"Germany","DE",76
736,2005,1,"Competition","COMP",4,"Italy","IT",86
737,2005,1,"Competition","COMP",5,"Luxembourg","LU",1
738,2005,1,"Competition","COMP",6,"Netherlands","NL",40
739,2005,1,"Competition","COMP",7,"Denmark","DK",14
740,2005,1,"Competition","COMP",8,"Ireland","IE",12
741,2005,1,"Competition","COMP",9,"United Kingdom","UK",106
742,2005,1,"Competition","COMP",10,"Greece","EL",18
743,2005,1,"Competition","COMP",11,"Portugal","PT",5
744,2005,1,"Competition","COMP",12,"Spain","ES",46
745,2005,1,"Competition","COMP",13,"Austria","AT",19
746,2005,1,"Competition","COMP",14,"Finland","FI",4
747,2005,1,"Competition","COMP",15,"Sweden","SE",15
748,2005,1,"Competition","COMP",16,"Cyprus","CY",5
749,2005,1,"Competition","COMP",17,"Czech Republic","CZ",30
750,2005,1,"Competition","COMP",18,"Estonia","EE",13
751,2005,1,"Competition","COMP",19,"Hungary","HU",14
752,2005,1,"Competition","COMP",20,"Latvia","LV",9
753,2005,1,"Competition","COMP",21,"Lithuania","LT",14
754,2005,1,"Competition","COMP",22,"Malta","MT",11
755,2005,1,"Competition","COMP",23,"Poland","PL",74
756,2005,1,"Competition","COMP",24,"Slovakia","SK",21
757,2005,1,"Competition","COMP",25,"Slovenia","SI",0
758,2005,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",4
759,2005,2,"Agriculture and Rural Development","AGRI",2,"France","FR",35
760,2005,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",27
761,2005,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",80
762,2005,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",0
763,2005,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",22
764,2005,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",7
765,2005,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",2
766,2005,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",33
767,2005,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",2
768,2005,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",4
769,2005,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",40
770,2005,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",4
771,2005,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",6
772,2005,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
773,2005,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",1
774,2005,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",7
775,2005,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",1
776,2005,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",4
777,2005,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",13
778,2005,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",7
779,2005,2,"Agriculture and Rural Development","AGRI",22,"Malta","MT",0
780,2005,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",3
781,2005,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",2
782,2005,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",1
783,2005,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",0
784,2005,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1
785,2005,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",0
786,2005,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",15
