"key_ID","year","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
3490,2001,1,"Belgium","BE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
3491,2001,1,"Belgium","BE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
3492,2001,1,"Belgium","BE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3493,2001,1,"Belgium","BE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
3494,2001,1,"Belgium","BE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3495,2001,1,"Belgium","BE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
3496,2001,1,"Belgium","BE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3497,2001,1,"Belgium","BE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3498,2001,1,"Belgium","BE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
3499,2001,1,"Belgium","BE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
3500,2001,1,"Belgium","BE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3501,2001,2,"France","FR",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
3502,2001,2,"France","FR",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
3503,2001,2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",83
3504,2001,2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",8
3505,2001,2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3506,2001,2,"France","FR",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3507,2001,2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
3508,2001,2,"France","FR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3509,2001,2,"France","FR",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3510,2001,2,"France","FR",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
3511,2001,2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3512,2001,2,"France","FR",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3513,2001,2,"France","FR",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3514,2001,2,"France","FR",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3515,2001,2,"France","FR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",3
3516,2001,2,"France","FR",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3517,2001,2,"France","FR",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3518,2001,2,"France","FR",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3519,2001,2,"France","FR",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3520,2001,2,"France","FR",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3521,2001,3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",40
3522,2001,3,"Germany","DE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
3523,2001,3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",111
3524,2001,3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",21
3525,2001,3,"Germany","DE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
3526,2001,3,"Germany","DE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
3527,2001,3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",8
3528,2001,3,"Germany","DE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
3529,2001,3,"Germany","DE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3530,2001,3,"Germany","DE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",6
3531,2001,3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",9
3532,2001,3,"Germany","DE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3533,2001,3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
3534,2001,3,"Germany","DE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3535,2001,3,"Germany","DE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",9
3536,2001,3,"Germany","DE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3537,2001,3,"Germany","DE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3538,2001,3,"Germany","DE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
3539,2001,3,"Germany","DE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3540,2001,3,"Germany","DE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3541,2001,4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",61
3542,2001,4,"Italy","IT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",4
3543,2001,4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",93
3544,2001,4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",20
3545,2001,4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
3546,2001,4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3547,2001,4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",7
3548,2001,4,"Italy","IT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3549,2001,4,"Italy","IT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3550,2001,4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
3551,2001,4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
3552,2001,4,"Italy","IT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3553,2001,4,"Italy","IT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
3554,2001,4,"Italy","IT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
3555,2001,4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
3556,2001,4,"Italy","IT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3557,2001,4,"Italy","IT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3558,2001,4,"Italy","IT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3559,2001,4,"Italy","IT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3560,2001,4,"Italy","IT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3561,2001,5,"Luxembourg","LU",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
3562,2001,5,"Luxembourg","LU",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3563,2001,5,"Luxembourg","LU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
3564,2001,5,"Luxembourg","LU",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
3565,2001,5,"Luxembourg","LU",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3566,2001,5,"Luxembourg","LU",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3567,2001,5,"Luxembourg","LU",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3568,2001,5,"Luxembourg","LU",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3569,2001,5,"Luxembourg","LU",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3570,2001,5,"Luxembourg","LU",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
3571,2001,5,"Luxembourg","LU",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3572,2001,5,"Luxembourg","LU",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3573,2001,5,"Luxembourg","LU",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3574,2001,5,"Luxembourg","LU",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3575,2001,5,"Luxembourg","LU",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3576,2001,5,"Luxembourg","LU",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3577,2001,5,"Luxembourg","LU",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3578,2001,5,"Luxembourg","LU",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
3579,2001,5,"Luxembourg","LU",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3580,2001,5,"Luxembourg","LU",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3581,2001,6,"Netherlands","NL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
3582,2001,6,"Netherlands","NL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
3583,2001,6,"Netherlands","NL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",40
3584,2001,6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",8
3585,2001,6,"Netherlands","NL",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3586,2001,6,"Netherlands","NL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3587,2001,6,"Netherlands","NL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
3588,2001,6,"Netherlands","NL",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3589,2001,6,"Netherlands","NL",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3590,2001,6,"Netherlands","NL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
3591,2001,6,"Netherlands","NL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
3592,2001,6,"Netherlands","NL",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3593,2001,6,"Netherlands","NL",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3594,2001,6,"Netherlands","NL",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3595,2001,6,"Netherlands","NL",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3596,2001,6,"Netherlands","NL",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3597,2001,6,"Netherlands","NL",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3598,2001,6,"Netherlands","NL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3599,2001,6,"Netherlands","NL",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3600,2001,6,"Netherlands","NL",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3601,2001,7,"Denmark","DK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
3602,2001,7,"Denmark","DK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
3603,2001,7,"Denmark","DK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
3604,2001,7,"Denmark","DK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3605,2001,7,"Denmark","DK",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3606,2001,7,"Denmark","DK",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3607,2001,7,"Denmark","DK",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3608,2001,7,"Denmark","DK",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3609,2001,7,"Denmark","DK",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3610,2001,7,"Denmark","DK",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3611,2001,7,"Denmark","DK",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3612,2001,7,"Denmark","DK",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3613,2001,7,"Denmark","DK",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3614,2001,7,"Denmark","DK",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3615,2001,7,"Denmark","DK",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3616,2001,7,"Denmark","DK",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3617,2001,7,"Denmark","DK",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3618,2001,7,"Denmark","DK",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3619,2001,7,"Denmark","DK",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3620,2001,7,"Denmark","DK",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3621,2001,8,"Ireland","IE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
3622,2001,8,"Ireland","IE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
3623,2001,8,"Ireland","IE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",18
3624,2001,8,"Ireland","IE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3625,2001,8,"Ireland","IE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3626,2001,8,"Ireland","IE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3627,2001,8,"Ireland","IE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3628,2001,8,"Ireland","IE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3629,2001,8,"Ireland","IE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3630,2001,8,"Ireland","IE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
3631,2001,8,"Ireland","IE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3632,2001,8,"Ireland","IE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3633,2001,8,"Ireland","IE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3634,2001,8,"Ireland","IE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3635,2001,8,"Ireland","IE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3636,2001,8,"Ireland","IE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3637,2001,8,"Ireland","IE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3638,2001,8,"Ireland","IE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3639,2001,8,"Ireland","IE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3640,2001,8,"Ireland","IE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3641,2001,9,"United Kingdom","UK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",12
3642,2001,9,"United Kingdom","UK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",4
3643,2001,9,"United Kingdom","UK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",53
3644,2001,9,"United Kingdom","UK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
3645,2001,9,"United Kingdom","UK",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3646,2001,9,"United Kingdom","UK",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3647,2001,9,"United Kingdom","UK",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
3648,2001,9,"United Kingdom","UK",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3649,2001,9,"United Kingdom","UK",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3650,2001,9,"United Kingdom","UK",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
3651,2001,9,"United Kingdom","UK",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3652,2001,9,"United Kingdom","UK",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3653,2001,9,"United Kingdom","UK",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3654,2001,9,"United Kingdom","UK",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3655,2001,9,"United Kingdom","UK",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3656,2001,9,"United Kingdom","UK",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3657,2001,9,"United Kingdom","UK",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3658,2001,9,"United Kingdom","UK",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
3659,2001,9,"United Kingdom","UK",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3660,2001,9,"United Kingdom","UK",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3661,2001,10,"Greece","EL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
3662,2001,10,"Greece","EL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
3663,2001,10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",13
3664,2001,10,"Greece","EL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3665,2001,10,"Greece","EL",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3666,2001,10,"Greece","EL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3667,2001,10,"Greece","EL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
3668,2001,10,"Greece","EL",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3669,2001,10,"Greece","EL",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3670,2001,10,"Greece","EL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3671,2001,10,"Greece","EL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
3672,2001,10,"Greece","EL",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3673,2001,10,"Greece","EL",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
3674,2001,10,"Greece","EL",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3675,2001,10,"Greece","EL",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
3676,2001,10,"Greece","EL",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3677,2001,10,"Greece","EL",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3678,2001,10,"Greece","EL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3679,2001,10,"Greece","EL",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3680,2001,10,"Greece","EL",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3681,2001,11,"Portugal","PT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
3682,2001,11,"Portugal","PT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
3683,2001,11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
3684,2001,11,"Portugal","PT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
3685,2001,11,"Portugal","PT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
3686,2001,11,"Portugal","PT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3687,2001,11,"Portugal","PT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
3688,2001,11,"Portugal","PT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
3689,2001,11,"Portugal","PT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3690,2001,11,"Portugal","PT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
3691,2001,11,"Portugal","PT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
3692,2001,11,"Portugal","PT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3693,2001,11,"Portugal","PT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3694,2001,11,"Portugal","PT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3695,2001,11,"Portugal","PT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",3
3696,2001,11,"Portugal","PT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3697,2001,11,"Portugal","PT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
3698,2001,11,"Portugal","PT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
3699,2001,11,"Portugal","PT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
3700,2001,11,"Portugal","PT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
3701,2001,12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",25
3702,2001,12,"Spain","ES",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
3703,2001,12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",106
3704,2001,12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",16
3705,2001,12,"Spain","ES",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",4
3706,2001,12,"Spain","ES",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
3707,2001,12,"Spain","ES",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",6
3708,2001,12,"Spain","ES",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
3709,2001,12,"Spain","ES",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
3710,2001,12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
3711,2001,12,"Spain","ES",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",6
3712,2001,12,"Spain","ES",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
3713,2001,12,"Spain","ES",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
3714,2001,12,"Spain","ES",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
3715,2001,12,"Spain","ES",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
3716,2001,12,"Spain","ES",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
3717,2001,12,"Spain","ES",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
