dataset_ID,dataset,variable_ID,variable,type,description
17,decisions_CSTS_DG,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
17,decisions_CSTS_DG,6,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
17,decisions_CSTS_DG,7,decision_type,string,The type of the decision.
17,decisions_CSTS_DG,8,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
18,decisions_CSTS_DG_D,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
18,decisions_CSTS_DG_D,2,year,numeric,The year the case was opened by the Commission.
18,decisions_CSTS_DG_D,3,directorate_general_ID,numeric,"An ID number that uniquely identifies each Directorate-General (DG) of the Commission. There are three DGs that can open state aid cases. The DG for Competition (COMP) is coded {1}, the DG for Agriculture and Rural Development (AGRI) is coded {2}, and the DG for Maritime Affairs and Fisheries (MARE) is coded {3}."
18,decisions_CSTS_DG_D,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the state aid case.
18,decisions_CSTS_DG_D,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
18,decisions_CSTS_DG_D,6,case_type_ID,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {2} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {3} for cases that involve ad hoc state aid measures that are not granted through a scheme."
18,decisions_CSTS_DG_D,7,case_type,string,"The type of the state aid case. There are three types of cases. Coded {Scheme} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {Individual application} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {Ad hoc} for cases that involve ad hoc state aid measures that are not granted through a scheme."
18,decisions_CSTS_DG_D,8,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
18,decisions_CSTS_DG_D,9,decision_type,string,The type of the decision.
18,decisions_CSTS_DG_D,10,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
19,decisions_DDY,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
19,decisions_DDY,2,year,numeric,The year the case was opened by the Commission.
19,decisions_DDY,3,directorate_general_ID,numeric,"An ID number that uniquely identifies each Directorate-General (DG) of the Commission. There are three DGs that can open state aid cases. The DG for Competition (COMP) is coded {1}, the DG for Agriculture and Rural Development (AGRI) is coded {2}, and the DG for Maritime Affairs and Fisheries (MARE) is coded {3}."
19,decisions_DDY,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the state aid case.
19,decisions_DDY,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
19,decisions_DDY,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
19,decisions_DDY,7,member_state,string,The name of the member state that the Commission opened the case against. 
19,decisions_DDY,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
19,decisions_DDY,9,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
19,decisions_DDY,10,decision_type,string,The type of the decision.
19,decisions_DDY,11,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
20,decisions_DDY_D,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
20,decisions_DDY_D,2,year,numeric,The year the case was opened by the Commission.
20,decisions_DDY_D,3,directorate_general_ID,numeric,"An ID number that uniquely identifies each Directorate-General (DG) of the Commission. There are three DGs that can open state aid cases. The DG for Competition (COMP) is coded {1}, the DG for Agriculture and Rural Development (AGRI) is coded {2}, and the DG for Maritime Affairs and Fisheries (MARE) is coded {3}."
20,decisions_DDY_D,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the state aid case.
20,decisions_DDY_D,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
20,decisions_DDY_D,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
20,decisions_DDY_D,7,member_state,string,The name of the member state that the Commission opened the case against. 
20,decisions_DDY_D,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
20,decisions_DDY_D,9,case_type_ID,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {2} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {3} for cases that involve ad hoc state aid measures that are not granted through a scheme."
20,decisions_DDY_D,10,case_type,string,"The type of the state aid case. There are three types of cases. Coded {Scheme} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {Individual application} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {Ad hoc} for cases that involve ad hoc state aid measures that are not granted through a scheme."
20,decisions_DDY_D,11,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
20,decisions_DDY_D,12,decision_type,string,The type of the decision.
20,decisions_DDY_D,13,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
21,decisions_network,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
21,decisions_network,2,year,numeric,The year the case was opened by the Commission.
21,decisions_network,3,directorate_general_ID,numeric,"An ID number that uniquely identifies each Directorate-General (DG) of the Commission. There are three DGs that can open state aid cases. The DG for Competition (COMP) is coded {1}, the DG for Agriculture and Rural Development (AGRI) is coded {2}, and the DG for Maritime Affairs and Fisheries (MARE) is coded {3}."
21,decisions_network,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the state aid case.
21,decisions_network,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
21,decisions_network,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
21,decisions_network,7,member_state,string,The name of the member state that the Commission opened the case against. 
21,decisions_network,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
21,decisions_network,9,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
21,decisions_network,10,decision_type,string,The type of the decision.
21,decisions_network,11,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
22,decisions_network_D,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
22,decisions_network_D,2,year,numeric,The year the case was opened by the Commission.
22,decisions_network_D,3,directorate_general_ID,numeric,"An ID number that uniquely identifies each Directorate-General (DG) of the Commission. There are three DGs that can open state aid cases. The DG for Competition (COMP) is coded {1}, the DG for Agriculture and Rural Development (AGRI) is coded {2}, and the DG for Maritime Affairs and Fisheries (MARE) is coded {3}."
22,decisions_network_D,4,directorate_general,string,The name of the Directorate-General (DG) of the Commission that opened the state aid case.
22,decisions_network_D,5,directorate_general_code,string,A multi-letter code assigned by the Commission that uniquely identifies each Directorate-General (DG) of the Commission. 
22,decisions_network_D,6,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
22,decisions_network_D,7,member_state,string,The name of the member state that the Commission opened the case against. 
22,decisions_network_D,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
22,decisions_network_D,9,case_type_ID,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {2} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {3} for cases that involve ad hoc state aid measures that are not granted through a scheme."
22,decisions_network_D,10,case_type,string,"The type of the state aid case. There are three types of cases. Coded {Scheme} for cases that involve state aid measures granted through Commission-approved schemes that is not notifiable, coded {Individual application} for cases that involve state aid measures granted through Commission-approved schemes where the Commission has required that the member state notify any aid granted through the scheme, and coded {Ad hoc} for cases that involve ad hoc state aid measures that are not granted through a scheme."
22,decisions_network_D,11,decision_type_ID,numeric,An ID number that uniquely identifies each type of decision the Commission can make in a state aid case.
22,decisions_network_D,12,decision_type,string,The type of the decision.
22,decisions_network_D,13,count_decisions,numeric,A count of the number of decisions issued by the Commission at this level of aggregation.
23,awards,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
23,awards,2,case_number,string,"A number that uniquely identifies each state aid case. Assigned by the Commission. The Commission changed the format of case numbers in 2010. Before this change, the case number indicated the type(s) of the procedure associated with the case. After this change, all case numbers have the format {SA.#####}."
23,awards,3,reference_number,string,An ID number that uniquely identifies each state aid award.
23,awards,4,notification_date,date,The date the member state notified the Commission of the state aid measure in the format {YYYY-MM-DD}.  
23,awards,5,notification_year,numeric,The year the member state notified the Commission of the state aid measure.
23,awards,6,notification_month,numeric,The month the member state notified the Commission of the state aid measure.
23,awards,7,notification_day,numeric,The day the member state notified the Commission of the state aid measure.
23,awards,8,publication_date,date,The date that the Commission published a record of the state aid award in the format {YYYY-MM-DD}.
23,awards,9,publication_year,numeric,The year that the Commission published a record of the state aid award.
23,awards,10,publication_month,numeric,The month that the Commission published a record of the state aid award.
23,awards,11,publication_day,numeric,The day that the Commission published a record of the state aid award.
23,awards,12,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
23,awards,13,member_state,string,The name of the member state that the Commission opened the case against. 
23,awards,14,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
23,awards,15,authority_name,string,"The name of the national, subnational, or local authority that granted the state aid award. Note that the text of this variable has not been cleaned."
23,awards,16,region,string,The region of the member state where the beneficiary of the state aid award is located. Note that the text of this variable has not been cleaned.
23,awards,17,beneficiary_name,string,The name of the beneficiary of the state aid award. Note that the text of this variable has not been cleaned.
23,awards,18,beneficiary_type_ID,numeric,An ID number that uniquely identifies each type of beneficiary. Coded {1} for {Small or medium-sized enterprise (SME)} and {2} for {Large enterprise}.
23,awards,19,beneficiary_type,string,The type of the beneficiary of the state aid award. Coded {Small or medium-sized enterprise (SME)} or {Large enterprise}. Uses the Commission’s standard definition of small and median-sized enterprises (SMEs). 
23,awards,20,NACE_sector_ID,numeric,An ID number that uniquely identifies each NACE sector.
23,awards,21,NACE_sector,string,The NACE sector for the state aid award.
23,awards,22,NACE_sector_code,string,The NACE sector code for the state aid award (a single capital letter).
23,awards,23,NACE_code,string,The NACE code for the state aid award.
23,awards,24,NACE_description,string,A description of the NACE code for the state aid award.
23,awards,25,aid_instrument_ID,numeric,An ID number that uniquely identifies each state aid instrument that a granting authority can use.
23,awards,26,aid_instrument,string,The aid instrument that the granting authority used in granting the state aid award.
23,awards,27,raw_amount,numeric,"The amount of the state aid award expressed in units of the local currency. If the value of the award is expressed as a range, this variable records the mean of the range. "
23,awards,28,currency,string,The name of the currency in which the member state reported the amount of the state aid award.
23,awards,29,range,bool,A dummy variable indicating whether the amount of the state aid award is expressed as a range instead of a specific value (allowed by the Commission under some circumstances to protect proprietary business data). Coded {1} if the amount is expressed as a range and {0} otherwise.
23,awards,30,range_min,numeric,"If the value of the state aid award is expressed as a range (see {range}), the minimum value of the range expressed in units of the local currency. Coded {NA} if the value of the award is not expressed as a range."
23,awards,31,range_max,numeric,"If the value of the state aid award is expressed as a range (see {range}), the maximum value of the range expressed in units of the local currency. Coded {NA} if the value of the award is not expressed as a range."
23,awards,32,exchange_rate,numeric,The exchange rate for converting the local currency into euros. Coded {1} if the local currency is the euro.
23,awards,33,amount_euros,numeric,The total estimated value of the award in euros.
23,awards,34,voluntary,bool,A dummy variable indicating whether the state aid award was small enough that notification to the Commission is voluntary. Coded {1} if notification is voluntary and {0} otherwise.
24,awards_CSTS,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
24,awards_CSTS,2,year,numeric,The year the case was opened by the Commission.
24,awards_CSTS,3,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
24,awards_CSTS,4,member_state,string,The name of the member state that the Commission opened the case against. 
24,awards_CSTS,5,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
24,awards_CSTS,6,count_awards,numeric,A count of the number of state aid awards granted by the member state at this level of aggregation.
24,awards_CSTS,7,total_amount_awards,numeric,The total amount of awards granted at this level of aggregation in euros.
25,awards_CSTS_B,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
25,awards_CSTS_B,2,year,numeric,The year the case was opened by the Commission.
25,awards_CSTS_B,3,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
25,awards_CSTS_B,4,member_state,string,The name of the member state that the Commission opened the case against. 
25,awards_CSTS_B,5,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
25,awards_CSTS_B,6,beneficiary_type_ID,numeric,An ID number that uniquely identifies each type of beneficiary. Coded {1} for {Small or medium-sized enterprise (SME)} and {2} for {Large enterprise}.
25,awards_CSTS_B,7,beneficiary_type,string,The type of the beneficiary of the state aid award. Coded {Small or medium-sized enterprise (SME)} or {Large enterprise}. Uses the Commission’s standard definition of small and median-sized enterprises (SMEs). 
25,awards_CSTS_B,8,count_awards,numeric,A count of the number of state aid awards granted by the member state at this level of aggregation.
25,awards_CSTS_B,9,total_amount_awards,numeric,The total amount of awards granted at this level of aggregation in euros.
26,awards_CSTS_I,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
26,awards_CSTS_I,2,year,numeric,The year the case was opened by the Commission.
26,awards_CSTS_I,3,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
26,awards_CSTS_I,4,member_state,string,The name of the member state that the Commission opened the case against. 
26,awards_CSTS_I,5,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
26,awards_CSTS_I,6,aid_instrument_ID,numeric,An ID number that uniquely identifies each state aid instrument that a granting authority can use.
26,awards_CSTS_I,7,aid_instrument,string,The aid instrument that the granting authority used in granting the state aid award.
26,awards_CSTS_I,8,count_awards,numeric,A count of the number of state aid awards granted by the member state at this level of aggregation.
26,awards_CSTS_I,9,total_amount_awards,numeric,The total amount of awards granted at this level of aggregation in euros.
27,awards_CSTS_S,1,key_ID,numeric,An ID number that uniquely identifies each observation in the dataset. 
27,awards_CSTS_S,2,year,numeric,The year the case was opened by the Commission.
27,awards_CSTS_S,3,member_state_ID,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
27,awards_CSTS_S,4,member_state,string,The name of the member state that the Commission opened the case against. 
27,awards_CSTS_S,5,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
27,awards_CSTS_S,6,NACE_sector_ID,numeric,An ID number that uniquely identifies each NACE sector.
27,awards_CSTS_S,7,NACE_sector,string,The NACE sector for the state aid award.
27,awards_CSTS_S,8,NACE_sector_code,string,The NACE sector code for the state aid award (a single capital letter).
27,awards_CSTS_S,9,count_awards,numeric,A count of the number of state aid awards granted by the member state at this level of aggregation.
27,awards_CSTS_S,10,total_amount_awards,numeric,The total amount of awards granted at this level of aggregation in euros.
