"key_ID","year","decision_type_ID","decision_type","count_cases"
283,2002,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",692
284,2002,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",88
285,2002,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",3
286,2002,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
287,2002,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",32
288,2002,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",9
289,2002,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",9
290,2002,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",11
291,2002,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",21
292,2002,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
293,2002,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",15
294,2002,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
295,2002,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",5
296,2002,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
297,2002,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
298,2002,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",4
299,2002,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",3
300,2002,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
301,2003,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",229
302,2003,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",20
303,2003,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",515
304,2003,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",85
305,2003,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",7
306,2003,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",9
307,2003,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",36
308,2003,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",9
309,2003,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",9
310,2003,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",12
311,2003,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",16
312,2003,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
313,2003,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",6
314,2003,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",2
315,2003,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",9
316,2003,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
317,2003,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
318,2003,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",21
319,2003,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
320,2003,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
321,2004,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",329
322,2004,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",28
323,2004,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",511
324,2004,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",66
325,2004,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",5
326,2004,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",5
327,2004,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",23
328,2004,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",6
329,2004,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",7
330,2004,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
331,2004,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",21
332,2004,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",1
333,2004,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",9
334,2004,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
335,2004,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",10
336,2004,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
337,2004,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",1
338,2004,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
339,2004,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",8
340,2004,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",2
341,2005,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",406
342,2005,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",24
343,2005,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",531
344,2005,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",64
345,2005,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
346,2005,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",6
347,2005,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",26
348,2005,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",4
349,2005,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",7
350,2005,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
351,2005,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",15
352,2005,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
353,2005,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",6
354,2005,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
355,2005,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
356,2005,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
357,2005,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
358,2005,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",9
359,2005,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",3
360,2005,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
361,2006,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",412
362,2006,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",35
363,2006,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",677
364,2006,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",58
365,2006,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
366,2006,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",8
367,2006,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",21
368,2006,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",4
369,2006,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",8
370,2006,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
371,2006,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",13
372,2006,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
373,2006,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",5
374,2006,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
375,2006,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
376,2006,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
377,2006,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",2
378,2006,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
379,2006,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
380,2006,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
381,2007,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1124
382,2007,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",27
383,2007,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",556
384,2007,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",51
385,2007,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",4
386,2007,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",7
387,2007,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",14
388,2007,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",7
389,2007,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
390,2007,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
391,2007,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",11
392,2007,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
393,2007,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",9
394,2007,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
395,2007,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
396,2007,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",1
397,2007,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
398,2007,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
399,2007,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",3
400,2007,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
401,2008,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1091
402,2008,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",26
403,2008,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",464
404,2008,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",50
405,2008,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",5
406,2008,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",6
407,2008,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",21
408,2008,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",6
409,2008,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
410,2008,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
411,2008,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",15
412,2008,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
413,2008,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",5
414,2008,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
415,2008,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",3
416,2008,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",1
417,2008,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
418,2008,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
419,2008,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",4
420,2008,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
421,2009,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1251
422,2009,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",24
423,2009,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",578
424,2009,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",38
425,2009,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",4
426,2009,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",7
427,2009,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",14
428,2009,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",5
429,2009,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
430,2009,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
431,2009,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",13
432,2009,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
433,2009,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",9
434,2009,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
435,2009,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
436,2009,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
437,2009,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
438,2009,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
439,2009,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",3
440,2009,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",1
441,2010,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",722
442,2010,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",14
443,2010,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",482
444,2010,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",36
445,2010,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
446,2010,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",16
447,2010,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",12
448,2010,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
449,2010,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
450,2010,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
451,2010,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",8
452,2010,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
453,2010,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",3
454,2010,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
455,2010,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
456,2010,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
457,2010,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
458,2010,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
459,2010,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
460,2010,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
461,2011,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",601
462,2011,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",17
463,2011,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",421
464,2011,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",51
465,2011,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",5
466,2011,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",5
467,2011,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",22
468,2011,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
469,2011,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
470,2011,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
471,2011,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",17
472,2011,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
473,2011,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",4
474,2011,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
475,2011,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",3
476,2011,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
477,2011,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
478,2011,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
479,2011,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
480,2011,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
481,2012,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",604
482,2012,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",32
483,2012,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",413
484,2012,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",45
485,2012,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
486,2012,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",7
487,2012,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",22
488,2012,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
489,2012,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
490,2012,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
491,2012,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",15
492,2012,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
493,2012,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",5
494,2012,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
495,2012,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
496,2012,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
497,2012,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
498,2012,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
499,2012,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
500,2012,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",1
501,2013,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",597
502,2013,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",37
503,2013,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",617
504,2013,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",17
505,2013,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
506,2013,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",4
507,2013,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",4
508,2013,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
509,2013,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
510,2013,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
511,2013,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",9
512,2013,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
513,2013,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
514,2013,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
515,2013,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
516,2013,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
517,2013,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
518,2013,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
519,2013,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
520,2013,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
521,2014,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1151
522,2014,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",11
523,2014,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",345
524,2014,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",33
525,2014,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
526,2014,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",3
527,2014,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",13
528,2014,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
529,2014,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
530,2014,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
531,2014,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",17
532,2014,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
533,2014,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
534,2014,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
535,2014,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
536,2014,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",2
537,2014,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
538,2014,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",3
539,2014,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
540,2014,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
541,2015,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2696
542,2015,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",17
543,2015,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",299
544,2015,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",14
545,2015,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",3
546,2015,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",3
547,2015,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",5
548,2015,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",3
549,2015,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
550,2015,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
551,2015,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
552,2015,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
553,2015,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
554,2015,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
555,2015,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
556,2015,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",2
557,2015,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
558,2015,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
559,2015,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
560,2015,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
561,2016,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2168
562,2016,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",15
563,2016,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",276
564,2016,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",16
565,2016,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
