"key_ID","year","member_state_ID","member_state","member_state_code","aid_instrument_ID","aid_instrument","count_awards","total_amount_euros"
459,2017,3,"Germany","DE",9,"soft loan",2,270000
460,2017,3,"Germany","DE",10,"subsidised services",9,710000
461,2017,3,"Germany","DE",11,"tax advantage or tax exemption",1229,3430750000
462,2017,3,"Germany","DE",12,"tax allowance",0,0
463,2017,3,"Germany","DE",13,"tax base reduction",0,0
464,2017,3,"Germany","DE",14,"tax rate reduction",46,97250000
465,2017,3,"Germany","DE",15,"other",2149,1387172000
466,2017,4,"Italy","IT",1,"direct grant",267,1873771000
467,2017,4,"Italy","IT",2,"guarantee",13,537000
468,2017,4,"Italy","IT",3,"interest rate subsidy",1759,595389000
469,2017,4,"Italy","IT",4,"loan",405,15511000
470,2017,4,"Italy","IT",5,"provision of risk capital",0,0
471,2017,4,"Italy","IT",6,"provision of risk finance",0,0
472,2017,4,"Italy","IT",7,"reduction of social security contributions",0,0
473,2017,4,"Italy","IT",8,"reimbursable grant",0,0
474,2017,4,"Italy","IT",9,"soft loan",1,7177000
475,2017,4,"Italy","IT",10,"subsidised services",0,0
476,2017,4,"Italy","IT",11,"tax advantage or tax exemption",0,0
477,2017,4,"Italy","IT",12,"tax allowance",0,0
478,2017,4,"Italy","IT",13,"tax base reduction",0,0
479,2017,4,"Italy","IT",14,"tax rate reduction",0,0
480,2017,4,"Italy","IT",15,"other",209,13501000
481,2017,5,"Luxembourg","LU",1,"direct grant",1,1530000
482,2017,5,"Luxembourg","LU",2,"guarantee",0,0
483,2017,5,"Luxembourg","LU",3,"interest rate subsidy",23,45540000
484,2017,5,"Luxembourg","LU",4,"loan",0,0
485,2017,5,"Luxembourg","LU",5,"provision of risk capital",0,0
486,2017,5,"Luxembourg","LU",6,"provision of risk finance",0,0
487,2017,5,"Luxembourg","LU",7,"reduction of social security contributions",0,0
488,2017,5,"Luxembourg","LU",8,"reimbursable grant",0,0
489,2017,5,"Luxembourg","LU",9,"soft loan",0,0
490,2017,5,"Luxembourg","LU",10,"subsidised services",0,0
491,2017,5,"Luxembourg","LU",11,"tax advantage or tax exemption",0,0
492,2017,5,"Luxembourg","LU",12,"tax allowance",0,0
493,2017,5,"Luxembourg","LU",13,"tax base reduction",0,0
494,2017,5,"Luxembourg","LU",14,"tax rate reduction",0,0
495,2017,5,"Luxembourg","LU",15,"other",3,278183000
496,2017,6,"Netherlands","NL",1,"direct grant",1379,6582989000
497,2017,6,"Netherlands","NL",2,"guarantee",2,4652000
498,2017,6,"Netherlands","NL",3,"interest rate subsidy",157,287839000
499,2017,6,"Netherlands","NL",4,"loan",3,5732000
500,2017,6,"Netherlands","NL",5,"provision of risk capital",1,400000
501,2017,6,"Netherlands","NL",6,"provision of risk finance",3,0
502,2017,6,"Netherlands","NL",7,"reduction of social security contributions",0,0
503,2017,6,"Netherlands","NL",8,"reimbursable grant",0,0
504,2017,6,"Netherlands","NL",9,"soft loan",0,0
505,2017,6,"Netherlands","NL",10,"subsidised services",4,1366000
506,2017,6,"Netherlands","NL",11,"tax advantage or tax exemption",53,51100000
507,2017,6,"Netherlands","NL",12,"tax allowance",0,0
508,2017,6,"Netherlands","NL",13,"tax base reduction",160,45270000
509,2017,6,"Netherlands","NL",14,"tax rate reduction",0,0
510,2017,6,"Netherlands","NL",15,"other",2,11000000
511,2017,7,"Denmark","DK",1,"direct grant",73,39177000
512,2017,7,"Denmark","DK",2,"guarantee",0,0
513,2017,7,"Denmark","DK",3,"interest rate subsidy",83,79537000
514,2017,7,"Denmark","DK",4,"loan",16,6238000
515,2017,7,"Denmark","DK",5,"provision of risk capital",0,0
516,2017,7,"Denmark","DK",6,"provision of risk finance",11,2536000
517,2017,7,"Denmark","DK",7,"reduction of social security contributions",0,0
518,2017,7,"Denmark","DK",8,"reimbursable grant",0,0
519,2017,7,"Denmark","DK",9,"soft loan",0,0
520,2017,7,"Denmark","DK",10,"subsidised services",0,0
521,2017,7,"Denmark","DK",11,"tax advantage or tax exemption",38,129998000
522,2017,7,"Denmark","DK",12,"tax allowance",0,0
523,2017,7,"Denmark","DK",13,"tax base reduction",0,0
524,2017,7,"Denmark","DK",14,"tax rate reduction",0,0
525,2017,7,"Denmark","DK",15,"other",6,4586000
526,2017,8,"Ireland","IE",1,"direct grant",38,7841000
527,2017,8,"Ireland","IE",2,"guarantee",0,0
528,2017,8,"Ireland","IE",3,"interest rate subsidy",96,186839000
529,2017,8,"Ireland","IE",4,"loan",0,0
530,2017,8,"Ireland","IE",5,"provision of risk capital",0,0
531,2017,8,"Ireland","IE",6,"provision of risk finance",0,0
532,2017,8,"Ireland","IE",7,"reduction of social security contributions",0,0
533,2017,8,"Ireland","IE",8,"reimbursable grant",0,0
534,2017,8,"Ireland","IE",9,"soft loan",0,0
535,2017,8,"Ireland","IE",10,"subsidised services",0,0
536,2017,8,"Ireland","IE",11,"tax advantage or tax exemption",0,0
537,2017,8,"Ireland","IE",12,"tax allowance",0,0
538,2017,8,"Ireland","IE",13,"tax base reduction",0,0
539,2017,8,"Ireland","IE",14,"tax rate reduction",0,0
540,2017,8,"Ireland","IE",15,"other",0,0
541,2017,9,"United Kingdom","UK",1,"direct grant",76,2917374000
542,2017,9,"United Kingdom","UK",2,"guarantee",0,0
543,2017,9,"United Kingdom","UK",3,"interest rate subsidy",465,789987000
544,2017,9,"United Kingdom","UK",4,"loan",1,694000
545,2017,9,"United Kingdom","UK",5,"provision of risk capital",0,0
546,2017,9,"United Kingdom","UK",6,"provision of risk finance",0,0
547,2017,9,"United Kingdom","UK",7,"reduction of social security contributions",0,0
548,2017,9,"United Kingdom","UK",8,"reimbursable grant",0,0
549,2017,9,"United Kingdom","UK",9,"soft loan",2,1513000
550,2017,9,"United Kingdom","UK",10,"subsidised services",3,1097000
551,2017,9,"United Kingdom","UK",11,"tax advantage or tax exemption",310,424500000
552,2017,9,"United Kingdom","UK",12,"tax allowance",0,0
553,2017,9,"United Kingdom","UK",13,"tax base reduction",0,0
554,2017,9,"United Kingdom","UK",14,"tax rate reduction",143,274250000
555,2017,9,"United Kingdom","UK",15,"other",249,684783000
556,2017,10,"Greece","EL",1,"direct grant",0,0
557,2017,10,"Greece","EL",2,"guarantee",0,0
558,2017,10,"Greece","EL",3,"interest rate subsidy",15,44563000
559,2017,10,"Greece","EL",4,"loan",0,0
560,2017,10,"Greece","EL",5,"provision of risk capital",0,0
561,2017,10,"Greece","EL",6,"provision of risk finance",0,0
562,2017,10,"Greece","EL",7,"reduction of social security contributions",0,0
563,2017,10,"Greece","EL",8,"reimbursable grant",0,0
564,2017,10,"Greece","EL",9,"soft loan",0,0
565,2017,10,"Greece","EL",10,"subsidised services",0,0
566,2017,10,"Greece","EL",11,"tax advantage or tax exemption",0,0
567,2017,10,"Greece","EL",12,"tax allowance",0,0
568,2017,10,"Greece","EL",13,"tax base reduction",0,0
569,2017,10,"Greece","EL",14,"tax rate reduction",0,0
570,2017,10,"Greece","EL",15,"other",1,680000
571,2017,11,"Portugal","PT",1,"direct grant",9,47127000
572,2017,11,"Portugal","PT",2,"guarantee",0,0
573,2017,11,"Portugal","PT",3,"interest rate subsidy",744,168444000
574,2017,11,"Portugal","PT",4,"loan",573,329347000
575,2017,11,"Portugal","PT",5,"provision of risk capital",0,0
576,2017,11,"Portugal","PT",6,"provision of risk finance",1,530000
577,2017,11,"Portugal","PT",7,"reduction of social security contributions",0,0
578,2017,11,"Portugal","PT",8,"reimbursable grant",0,0
579,2017,11,"Portugal","PT",9,"soft loan",0,0
580,2017,11,"Portugal","PT",10,"subsidised services",0,0
581,2017,11,"Portugal","PT",11,"tax advantage or tax exemption",49,65500000
582,2017,11,"Portugal","PT",12,"tax allowance",0,0
583,2017,11,"Portugal","PT",13,"tax base reduction",0,0
584,2017,11,"Portugal","PT",14,"tax rate reduction",25,90250000
585,2017,11,"Portugal","PT",15,"other",0,0
586,2017,12,"Spain","ES",1,"direct grant",0,0
587,2017,12,"Spain","ES",2,"guarantee",0,0
588,2017,12,"Spain","ES",3,"interest rate subsidy",0,0
589,2017,12,"Spain","ES",4,"loan",0,0
590,2017,12,"Spain","ES",5,"provision of risk capital",0,0
591,2017,12,"Spain","ES",6,"provision of risk finance",0,0
592,2017,12,"Spain","ES",7,"reduction of social security contributions",0,0
593,2017,12,"Spain","ES",8,"reimbursable grant",0,0
594,2017,12,"Spain","ES",9,"soft loan",0,0
595,2017,12,"Spain","ES",10,"subsidised services",0,0
596,2017,12,"Spain","ES",11,"tax advantage or tax exemption",0,0
597,2017,12,"Spain","ES",12,"tax allowance",0,0
598,2017,12,"Spain","ES",13,"tax base reduction",0,0
599,2017,12,"Spain","ES",14,"tax rate reduction",0,0
600,2017,12,"Spain","ES",15,"other",0,0
601,2017,13,"Austria","AT",1,"direct grant",60,130092000
602,2017,13,"Austria","AT",2,"guarantee",12,1443000
603,2017,13,"Austria","AT",3,"interest rate subsidy",296,279063000
604,2017,13,"Austria","AT",4,"loan",47,2455000
605,2017,13,"Austria","AT",5,"provision of risk capital",3,2202000
606,2017,13,"Austria","AT",6,"provision of risk finance",0,0
607,2017,13,"Austria","AT",7,"reduction of social security contributions",0,0
608,2017,13,"Austria","AT",8,"reimbursable grant",0,0
609,2017,13,"Austria","AT",9,"soft loan",5,870000
610,2017,13,"Austria","AT",10,"subsidised services",0,0
611,2017,13,"Austria","AT",11,"tax advantage or tax exemption",0,0
612,2017,13,"Austria","AT",12,"tax allowance",0,0
613,2017,13,"Austria","AT",13,"tax base reduction",0,0
614,2017,13,"Austria","AT",14,"tax rate reduction",0,0
615,2017,13,"Austria","AT",15,"other",1,30000000
616,2017,14,"Finland","FI",1,"direct grant",19,27459000
617,2017,14,"Finland","FI",2,"guarantee",0,0
618,2017,14,"Finland","FI",3,"interest rate subsidy",139,170342000
619,2017,14,"Finland","FI",4,"loan",3,3019000
620,2017,14,"Finland","FI",5,"provision of risk capital",0,0
621,2017,14,"Finland","FI",6,"provision of risk finance",32,19250000
622,2017,14,"Finland","FI",7,"reduction of social security contributions",0,0
623,2017,14,"Finland","FI",8,"reimbursable grant",0,0
624,2017,14,"Finland","FI",9,"soft loan",0,0
625,2017,14,"Finland","FI",10,"subsidised services",0,0
626,2017,14,"Finland","FI",11,"tax advantage or tax exemption",161,813750000
627,2017,14,"Finland","FI",12,"tax allowance",0,0
628,2017,14,"Finland","FI",13,"tax base reduction",0,0
629,2017,14,"Finland","FI",14,"tax rate reduction",0,0
630,2017,14,"Finland","FI",15,"other",0,0
631,2017,15,"Sweden","SE",1,"direct grant",1,6496000
632,2017,15,"Sweden","SE",2,"guarantee",0,0
633,2017,15,"Sweden","SE",3,"interest rate subsidy",856,578482000
634,2017,15,"Sweden","SE",4,"loan",1,903000
635,2017,15,"Sweden","SE",5,"provision of risk capital",0,0
636,2017,15,"Sweden","SE",6,"provision of risk finance",0,0
637,2017,15,"Sweden","SE",7,"reduction of social security contributions",0,0
638,2017,15,"Sweden","SE",8,"reimbursable grant",0,0
639,2017,15,"Sweden","SE",9,"soft loan",0,0
640,2017,15,"Sweden","SE",10,"subsidised services",8,7037000
641,2017,15,"Sweden","SE",11,"tax advantage or tax exemption",29,65250000
642,2017,15,"Sweden","SE",12,"tax allowance",36,238250000
643,2017,15,"Sweden","SE",13,"tax base reduction",0,0
644,2017,15,"Sweden","SE",14,"tax rate reduction",18,21500000
645,2017,15,"Sweden","SE",15,"other",236,1111500000
646,2017,16,"Cyprus","CY",1,"direct grant",0,0
647,2017,16,"Cyprus","CY",2,"guarantee",0,0
648,2017,16,"Cyprus","CY",3,"interest rate subsidy",0,0
649,2017,16,"Cyprus","CY",4,"loan",0,0
650,2017,16,"Cyprus","CY",5,"provision of risk capital",0,0
651,2017,16,"Cyprus","CY",6,"provision of risk finance",0,0
652,2017,16,"Cyprus","CY",7,"reduction of social security contributions",0,0
653,2017,16,"Cyprus","CY",8,"reimbursable grant",0,0
654,2017,16,"Cyprus","CY",9,"soft loan",0,0
655,2017,16,"Cyprus","CY",10,"subsidised services",0,0
656,2017,16,"Cyprus","CY",11,"tax advantage or tax exemption",0,0
657,2017,16,"Cyprus","CY",12,"tax allowance",0,0
658,2017,16,"Cyprus","CY",13,"tax base reduction",0,0
659,2017,16,"Cyprus","CY",14,"tax rate reduction",0,0
660,2017,16,"Cyprus","CY",15,"other",0,0
661,2017,17,"Czech Republic","CZ",1,"direct grant",246,50347000
662,2017,17,"Czech Republic","CZ",2,"guarantee",0,0
663,2017,17,"Czech Republic","CZ",3,"interest rate subsidy",846,990747000
664,2017,17,"Czech Republic","CZ",4,"loan",0,0
665,2017,17,"Czech Republic","CZ",5,"provision of risk capital",0,0
666,2017,17,"Czech Republic","CZ",6,"provision of risk finance",0,0
667,2017,17,"Czech Republic","CZ",7,"reduction of social security contributions",0,0
668,2017,17,"Czech Republic","CZ",8,"reimbursable grant",0,0
669,2017,17,"Czech Republic","CZ",9,"soft loan",0,0
670,2017,17,"Czech Republic","CZ",10,"subsidised services",127,16391000
671,2017,17,"Czech Republic","CZ",11,"tax advantage or tax exemption",59,348101000
672,2017,17,"Czech Republic","CZ",12,"tax allowance",0,0
673,2017,17,"Czech Republic","CZ",13,"tax base reduction",0,0
674,2017,17,"Czech Republic","CZ",14,"tax rate reduction",0,0
675,2017,17,"Czech Republic","CZ",15,"other",32,9918000
676,2017,18,"Estonia","EE",1,"direct grant",23,89914000
677,2017,18,"Estonia","EE",2,"guarantee",0,0
678,2017,18,"Estonia","EE",3,"interest rate subsidy",59,128297000
679,2017,18,"Estonia","EE",4,"loan",0,0
680,2017,18,"Estonia","EE",5,"provision of risk capital",0,0
681,2017,18,"Estonia","EE",6,"provision of risk finance",0,0
682,2017,18,"Estonia","EE",7,"reduction of social security contributions",0,0
683,2017,18,"Estonia","EE",8,"reimbursable grant",0,0
684,2017,18,"Estonia","EE",9,"soft loan",0,0
685,2017,18,"Estonia","EE",10,"subsidised services",21,3019000
686,2017,18,"Estonia","EE",11,"tax advantage or tax exemption",4,2250000
687,2017,18,"Estonia","EE",12,"tax allowance",0,0
688,2017,18,"Estonia","EE",13,"tax base reduction",0,0
689,2017,18,"Estonia","EE",14,"tax rate reduction",0,0
690,2017,18,"Estonia","EE",15,"other",0,0
691,2017,19,"Hungary","HU",1,"direct grant",401,164947000
692,2017,19,"Hungary","HU",2,"guarantee",13,566000
693,2017,19,"Hungary","HU",3,"interest rate subsidy",2315,2047292000
694,2017,19,"Hungary","HU",4,"loan",9,13703000
695,2017,19,"Hungary","HU",5,"provision of risk capital",0,0
696,2017,19,"Hungary","HU",6,"provision of risk finance",25,18521000
697,2017,19,"Hungary","HU",7,"reduction of social security contributions",0,0
698,2017,19,"Hungary","HU",8,"reimbursable grant",0,0
699,2017,19,"Hungary","HU",9,"soft loan",0,0
700,2017,19,"Hungary","HU",10,"subsidised services",0,0
701,2017,19,"Hungary","HU",11,"tax advantage or tax exemption",15,27483000
702,2017,19,"Hungary","HU",12,"tax allowance",18,19000000
703,2017,19,"Hungary","HU",13,"tax base reduction",0,0
704,2017,19,"Hungary","HU",14,"tax rate reduction",0,0
705,2017,19,"Hungary","HU",15,"other",0,0
706,2017,20,"Latvia","LV",1,"direct grant",121,233232000
707,2017,20,"Latvia","LV",2,"guarantee",0,0
708,2017,20,"Latvia","LV",3,"interest rate subsidy",74,54814000
709,2017,20,"Latvia","LV",4,"loan",1,2310000
710,2017,20,"Latvia","LV",5,"provision of risk capital",0,0
711,2017,20,"Latvia","LV",6,"provision of risk finance",0,0
712,2017,20,"Latvia","LV",7,"reduction of social security contributions",0,0
713,2017,20,"Latvia","LV",8,"reimbursable grant",0,0
714,2017,20,"Latvia","LV",9,"soft loan",0,0
715,2017,20,"Latvia","LV",10,"subsidised services",0,0
716,2017,20,"Latvia","LV",11,"tax advantage or tax exemption",21,52013000
717,2017,20,"Latvia","LV",12,"tax allowance",0,0
718,2017,20,"Latvia","LV",13,"tax base reduction",0,0
719,2017,20,"Latvia","LV",14,"tax rate reduction",0,0
720,2017,20,"Latvia","LV",15,"other",0,0
721,2017,21,"Lithuania","LT",1,"direct grant",2,139412000
722,2017,21,"Lithuania","LT",2,"guarantee",0,0
723,2017,21,"Lithuania","LT",3,"interest rate subsidy",111,291615000
724,2017,21,"Lithuania","LT",4,"loan",0,0
725,2017,21,"Lithuania","LT",5,"provision of risk capital",0,0
726,2017,21,"Lithuania","LT",6,"provision of risk finance",0,0
727,2017,21,"Lithuania","LT",7,"reduction of social security contributions",0,0
728,2017,21,"Lithuania","LT",8,"reimbursable grant",0,0
729,2017,21,"Lithuania","LT",9,"soft loan",0,0
730,2017,21,"Lithuania","LT",10,"subsidised services",0,0
731,2017,21,"Lithuania","LT",11,"tax advantage or tax exemption",0,0
732,2017,21,"Lithuania","LT",12,"tax allowance",2,1054000
733,2017,21,"Lithuania","LT",13,"tax base reduction",0,0
734,2017,21,"Lithuania","LT",14,"tax rate reduction",0,0
735,2017,21,"Lithuania","LT",15,"other",46,146899000
736,2017,22,"Malta","MT",1,"direct grant",7,10000000
737,2017,22,"Malta","MT",2,"guarantee",2,3335000
738,2017,22,"Malta","MT",3,"interest rate subsidy",0,0
739,2017,22,"Malta","MT",4,"loan",0,0
740,2017,22,"Malta","MT",5,"provision of risk capital",0,0
741,2017,22,"Malta","MT",6,"provision of risk finance",0,0
742,2017,22,"Malta","MT",7,"reduction of social security contributions",0,0
743,2017,22,"Malta","MT",8,"reimbursable grant",0,0
744,2017,22,"Malta","MT",9,"soft loan",0,0
745,2017,22,"Malta","MT",10,"subsidised services",0,0
746,2017,22,"Malta","MT",11,"tax advantage or tax exemption",11,15924000
747,2017,22,"Malta","MT",12,"tax allowance",0,0
748,2017,22,"Malta","MT",13,"tax base reduction",0,0
749,2017,22,"Malta","MT",14,"tax rate reduction",0,0
750,2017,22,"Malta","MT",15,"other",24,35528000
751,2017,23,"Poland","PL",1,"direct grant",0,0
752,2017,23,"Poland","PL",2,"guarantee",0,0
753,2017,23,"Poland","PL",3,"interest rate subsidy",0,0
754,2017,23,"Poland","PL",4,"loan",0,0
755,2017,23,"Poland","PL",5,"provision of risk capital",0,0
756,2017,23,"Poland","PL",6,"provision of risk finance",0,0
757,2017,23,"Poland","PL",7,"reduction of social security contributions",0,0
758,2017,23,"Poland","PL",8,"reimbursable grant",0,0
759,2017,23,"Poland","PL",9,"soft loan",0,0
760,2017,23,"Poland","PL",10,"subsidised services",0,0
761,2017,23,"Poland","PL",11,"tax advantage or tax exemption",0,0
762,2017,23,"Poland","PL",12,"tax allowance",0,0
763,2017,23,"Poland","PL",13,"tax base reduction",0,0
764,2017,23,"Poland","PL",14,"tax rate reduction",0,0
765,2017,23,"Poland","PL",15,"other",0,0
766,2017,24,"Slovakia","SK",1,"direct grant",4,11592000
767,2017,24,"Slovakia","SK",2,"guarantee",0,0
768,2017,24,"Slovakia","SK",3,"interest rate subsidy",38,105105000
769,2017,24,"Slovakia","SK",4,"loan",0,0
770,2017,24,"Slovakia","SK",5,"provision of risk capital",0,0
771,2017,24,"Slovakia","SK",6,"provision of risk finance",0,0
772,2017,24,"Slovakia","SK",7,"reduction of social security contributions",0,0
773,2017,24,"Slovakia","SK",8,"reimbursable grant",0,0
774,2017,24,"Slovakia","SK",9,"soft loan",0,0
775,2017,24,"Slovakia","SK",10,"subsidised services",4,949000
776,2017,24,"Slovakia","SK",11,"tax advantage or tax exemption",11,38280000
777,2017,24,"Slovakia","SK",12,"tax allowance",0,0
778,2017,24,"Slovakia","SK",13,"tax base reduction",0,0
779,2017,24,"Slovakia","SK",14,"tax rate reduction",0,0
780,2017,24,"Slovakia","SK",15,"other",107,157521000
781,2017,25,"Slovenia","SI",1,"direct grant",1,734000
782,2017,25,"Slovenia","SI",2,"guarantee",0,0
783,2017,25,"Slovenia","SI",3,"interest rate subsidy",18,40126000
784,2017,25,"Slovenia","SI",4,"loan",0,0
785,2017,25,"Slovenia","SI",5,"provision of risk capital",0,0
786,2017,25,"Slovenia","SI",6,"provision of risk finance",0,0
787,2017,25,"Slovenia","SI",7,"reduction of social security contributions",0,0
788,2017,25,"Slovenia","SI",8,"reimbursable grant",0,0
789,2017,25,"Slovenia","SI",9,"soft loan",0,0
790,2017,25,"Slovenia","SI",10,"subsidised services",0,0
791,2017,25,"Slovenia","SI",11,"tax advantage or tax exemption",1,750000
792,2017,25,"Slovenia","SI",12,"tax allowance",0,0
793,2017,25,"Slovenia","SI",13,"tax base reduction",0,0
794,2017,25,"Slovenia","SI",14,"tax rate reduction",2,8250000
795,2017,25,"Slovenia","SI",15,"other",0,0
796,2017,26,"Bulgaria","BG",1,"direct grant",5,2736000
797,2017,26,"Bulgaria","BG",2,"guarantee",0,0
798,2017,26,"Bulgaria","BG",3,"interest rate subsidy",232,171111000
799,2017,26,"Bulgaria","BG",4,"loan",0,0
800,2017,26,"Bulgaria","BG",5,"provision of risk capital",0,0
801,2017,26,"Bulgaria","BG",6,"provision of risk finance",0,0
802,2017,26,"Bulgaria","BG",7,"reduction of social security contributions",0,0
803,2017,26,"Bulgaria","BG",8,"reimbursable grant",0,0
804,2017,26,"Bulgaria","BG",9,"soft loan",0,0
805,2017,26,"Bulgaria","BG",10,"subsidised services",0,0
806,2017,26,"Bulgaria","BG",11,"tax advantage or tax exemption",1,600000
807,2017,26,"Bulgaria","BG",12,"tax allowance",2,2244000
808,2017,26,"Bulgaria","BG",13,"tax base reduction",0,0
809,2017,26,"Bulgaria","BG",14,"tax rate reduction",0,0
810,2017,26,"Bulgaria","BG",15,"other",2,1448000
811,2017,27,"Romania","RO",1,"direct grant",0,0
812,2017,27,"Romania","RO",2,"guarantee",0,0
813,2017,27,"Romania","RO",3,"interest rate subsidy",0,0
814,2017,27,"Romania","RO",4,"loan",0,0
815,2017,27,"Romania","RO",5,"provision of risk capital",0,0
816,2017,27,"Romania","RO",6,"provision of risk finance",0,0
817,2017,27,"Romania","RO",7,"reduction of social security contributions",0,0
818,2017,27,"Romania","RO",8,"reimbursable grant",0,0
819,2017,27,"Romania","RO",9,"soft loan",0,0
820,2017,27,"Romania","RO",10,"subsidised services",0,0
821,2017,27,"Romania","RO",11,"tax advantage or tax exemption",0,0
822,2017,27,"Romania","RO",12,"tax allowance",0,0
823,2017,27,"Romania","RO",13,"tax base reduction",0,0
824,2017,27,"Romania","RO",14,"tax rate reduction",0,0
825,2017,27,"Romania","RO",15,"other",0,0
826,2017,28,"Croatia","HR",1,"direct grant",4,21551000
827,2017,28,"Croatia","HR",2,"guarantee",1,596000
828,2017,28,"Croatia","HR",3,"interest rate subsidy",32,75140000
829,2017,28,"Croatia","HR",4,"loan",0,0
830,2017,28,"Croatia","HR",5,"provision of risk capital",0,0
831,2017,28,"Croatia","HR",6,"provision of risk finance",0,0
832,2017,28,"Croatia","HR",7,"reduction of social security contributions",0,0
833,2017,28,"Croatia","HR",8,"reimbursable grant",0,0
834,2017,28,"Croatia","HR",9,"soft loan",0,0
835,2017,28,"Croatia","HR",10,"subsidised services",0,0
836,2017,28,"Croatia","HR",11,"tax advantage or tax exemption",0,0
837,2017,28,"Croatia","HR",12,"tax allowance",0,0
838,2017,28,"Croatia","HR",13,"tax base reduction",0,0
839,2017,28,"Croatia","HR",14,"tax rate reduction",0,0
840,2017,28,"Croatia","HR",15,"other",0,0
841,2018,1,"Belgium","BE",1,"direct grant",31,58175000
842,2018,1,"Belgium","BE",2,"guarantee",0,0
843,2018,1,"Belgium","BE",3,"interest rate subsidy",409,489800000
844,2018,1,"Belgium","BE",4,"loan",17,21938000
845,2018,1,"Belgium","BE",5,"provision of risk capital",0,0
846,2018,1,"Belgium","BE",6,"provision of risk finance",0,0
847,2018,1,"Belgium","BE",7,"reduction of social security contributions",0,0
848,2018,1,"Belgium","BE",8,"reimbursable grant",0,0
849,2018,1,"Belgium","BE",9,"soft loan",0,0
850,2018,1,"Belgium","BE",10,"subsidised services",0,0
851,2018,1,"Belgium","BE",11,"tax advantage or tax exemption",30,6480000
852,2018,1,"Belgium","BE",12,"tax allowance",0,0
853,2018,1,"Belgium","BE",13,"tax base reduction",0,0
854,2018,1,"Belgium","BE",14,"tax rate reduction",0,0
855,2018,1,"Belgium","BE",15,"other",0,0
856,2018,2,"France","FR",1,"direct grant",210,1120055000
857,2018,2,"France","FR",2,"guarantee",1,400000
858,2018,2,"France","FR",3,"interest rate subsidy",939,1554467000
859,2018,2,"France","FR",4,"loan",320,250330000
860,2018,2,"France","FR",5,"provision of risk capital",0,0
861,2018,2,"France","FR",6,"provision of risk finance",0,0
862,2018,2,"France","FR",7,"reduction of social security contributions",0,0
863,2018,2,"France","FR",8,"reimbursable grant",0,0
864,2018,2,"France","FR",9,"soft loan",0,0
865,2018,2,"France","FR",10,"subsidised services",3,3405000
866,2018,2,"France","FR",11,"tax advantage or tax exemption",0,0
867,2018,2,"France","FR",12,"tax allowance",0,0
868,2018,2,"France","FR",13,"tax base reduction",0,0
869,2018,2,"France","FR",14,"tax rate reduction",0,0
870,2018,2,"France","FR",15,"other",234,1052889000
871,2018,3,"Germany","DE",1,"direct grant",1215,1387660000
872,2018,3,"Germany","DE",2,"guarantee",2,350000
873,2018,3,"Germany","DE",3,"interest rate subsidy",1099,1601455000
874,2018,3,"Germany","DE",4,"loan",38,23169000
875,2018,3,"Germany","DE",5,"provision of risk capital",0,0
876,2018,3,"Germany","DE",6,"provision of risk finance",10,9034000
877,2018,3,"Germany","DE",7,"reduction of social security contributions",8,18043000
878,2018,3,"Germany","DE",8,"reimbursable grant",0,0
879,2018,3,"Germany","DE",9,"soft loan",0,0
880,2018,3,"Germany","DE",10,"subsidised services",0,0
881,2018,3,"Germany","DE",11,"tax advantage or tax exemption",932,2833000000
882,2018,3,"Germany","DE",12,"tax allowance",0,0
883,2018,3,"Germany","DE",13,"tax base reduction",0,0
884,2018,3,"Germany","DE",14,"tax rate reduction",400,2484000000
885,2018,3,"Germany","DE",15,"other",218,163094000
886,2018,4,"Italy","IT",1,"direct grant",570,1503417000
887,2018,4,"Italy","IT",2,"guarantee",78,5159000
888,2018,4,"Italy","IT",3,"interest rate subsidy",5765,2141301000
889,2018,4,"Italy","IT",4,"loan",537,53585000
890,2018,4,"Italy","IT",5,"provision of risk capital",0,0
891,2018,4,"Italy","IT",6,"provision of risk finance",0,0
892,2018,4,"Italy","IT",7,"reduction of social security contributions",0,0
893,2018,4,"Italy","IT",8,"reimbursable grant",0,0
894,2018,4,"Italy","IT",9,"soft loan",0,0
895,2018,4,"Italy","IT",10,"subsidised services",0,0
896,2018,4,"Italy","IT",11,"tax advantage or tax exemption",15,2838000
897,2018,4,"Italy","IT",12,"tax allowance",0,0
898,2018,4,"Italy","IT",13,"tax base reduction",0,0
899,2018,4,"Italy","IT",14,"tax rate reduction",0,0
900,2018,4,"Italy","IT",15,"other",587,26370000
901,2018,5,"Luxembourg","LU",1,"direct grant",25,3650000
902,2018,5,"Luxembourg","LU",2,"guarantee",0,0
903,2018,5,"Luxembourg","LU",3,"interest rate subsidy",24,58482000
904,2018,5,"Luxembourg","LU",4,"loan",0,0
905,2018,5,"Luxembourg","LU",5,"provision of risk capital",0,0
906,2018,5,"Luxembourg","LU",6,"provision of risk finance",0,0
907,2018,5,"Luxembourg","LU",7,"reduction of social security contributions",0,0
908,2018,5,"Luxembourg","LU",8,"reimbursable grant",0,0
909,2018,5,"Luxembourg","LU",9,"soft loan",0,0
910,2018,5,"Luxembourg","LU",10,"subsidised services",0,0
911,2018,5,"Luxembourg","LU",11,"tax advantage or tax exemption",0,0
912,2018,5,"Luxembourg","LU",12,"tax allowance",0,0
913,2018,5,"Luxembourg","LU",13,"tax base reduction",0,0
914,2018,5,"Luxembourg","LU",14,"tax rate reduction",0,0
915,2018,5,"Luxembourg","LU",15,"other",0,0
